Name,Varietal,Region,Price,Dosage,Online_Rating,Total_Ratings,sommelier_ratings
Casa Marrone Pinot Grigio 2020,Pinot Gris/Grigio,"Veneto, Italy",14 99,750 ML,4.9,11 Ratings,
VieVite Rose 2020,Rosé,"Cotes de Provence, Provence, South of France, France",22 99,750 ML,4.6,5 Ratings,WW 89
Oxford Landing Sauvignon Blanc 2021,Sauvignon Blanc,"South Australia, Australia",9 99,750 ML,3.7,9 Ratings,JS 90
Anne Pichon Sauvage Vermentino 2020,Vermentino,"Cotes du Ventoux, Rhone, France",19 99,750 ML,3.9,7 Ratings,
Muller-Catoir Herrenletten Riesling Trocken 2020,Riesling,"Pfalz, Germany",52 99,750 ML,0.0,0 Ratings,
Patrick Piuze Chablis Terroir Decouverte 2019,Chardonnay,"Chablis, Burgundy, France",35 99,750 ML,0.0,0 Ratings,RP 90 WS 90
Warre's Warrior Port,Port,Portugal,17 97,750 ML,4.2,108 Ratings,W & S 90 WS 90
Daniel-Etienne Defaix Chablis Vieilles Vignes 2017,Chardonnay,"Chablis, Burgundy, France",45 99,750 ML,0.0,0 Ratings,
Paul Laurent Brut Rose,Sparkling Rosé,"Champagne, France",35 99,750 ML,0.0,0 Ratings,
Piedrasassi Patterson & Casa Cassera Syrah 2018,Syrah/Shiraz,"Sta. Rita Hills, Santa Barbara, Central Coast, California",51 99,750 ML,0.0,0 Ratings,
Chacewater Winery Malbec 2017,Malbec,"Red Hills, Lake County, North Coast, California",20 99,750 ML,0.0,0 Ratings,WW 89
Pertinace Barolo 2017,Nebbiolo,"Barolo, Piedmont, Italy",45 99,750 ML,0.0,0 Ratings,
Cristom Estate Syrah 2017,Syrah/Shiraz,"Eola-Amity Hills, Willamette Valley, Oregon",56 99,750 ML,0.0,0 Ratings,WW 92
Chris Ringland Three Rivers Dry Grown Shiraz (3 Liter) 2006,Syrah/Shiraz,"Barossa Valley, Barossa, South Australia, Australia","2,779 97",3000 ML,0.0,0 Ratings,RP 96
Chateau Montelena Estate Cabernet Sauvignon (6 Liter Bottle) 2004,Cabernet Sauvignon,"Calistoga, Napa Valley, California","1,369 97",6000 ML,0.0,0 Ratings,RP 94
Tincan Persuasive Pet Nat 2020,Vintage Sparkling Wine,"Nelson, New Zealand",31 99,750 ML,0.0,0 Ratings,
Domaine Joseph Voillot Pommard Les Pezerolles Premier Cru 2018,Pinot Noir,"Pommard, Cote de Beaune, Cote d'Or, Burgundy, France",158,750 ML,0.0,0 Ratings,D 95 WS 93 RP 92
Yves Leccia Patrimonio Rouge 2017,Other Red Blends,"Corsica, France",39 99,750 ML,0.0,0 Ratings,
Terlan Pinot Grigio 2020,Pinot Gris/Grigio,"Trentino-Alto Adige, Italy",22 99,750 ML,3.8,39 Ratings,JS 93
Rotem & Mounir Saouma Inopia Blanc Cotes du Rhone Villages 2018,Rhone White Blends,"Cotes du Rhone Villages, Rhone, France",32 99,750 ML,3.8,5 Ratings,WS 92
Elena Walch Prendo Pinot Noir 2020,Pinot Noir,"Trentino-Alto Adige, Italy",22 99,750 ML,0.0,0 Ratings,
Parador Tempranillo 2014,Tempranillo,"Napa Valley, California",55 99,750 ML,0.0,0 Ratings,WW 92
Baileyana Firepeak Chardonnay 2018,Chardonnay,"Edna Valley, Central Coast, California",28,750 ML,3.6,10 Ratings,WE 90 D 90
Lini 910 Labrusca Lambrusco Bianco,Non-Vintage Sparkling Wine,"Emilia-Romagna, Italy",16 99,750 ML,3.3,21 Ratings,JS 90
Punta Crena Riviera Ligure di Ponente Vigneto Isasco Vermentino 2020,Vermentino,"Riviera Ligure di Ponente, Liguria, Italy",26 99,750 ML,0.0,0 Ratings,
Michael David Winery Earthquake Zinfandel 2019,Zinfandel,"Lodi, California",26,750 ML,0.0,0 Ratings,
Montebuena Rioja 2019,Tempranillo,"Rioja, Spain",13 99,750 ML,3.8,11 Ratings,JS 92
Champagne Henri Giraud Grand Cru Ay Fut de Chene MV16 with Wooden Gift Box,Non-Vintage Sparkling Wine,"Champagne, France",199 97,750 ML,0.0,0 Ratings,JS 97 RP 95 D 93
Domaine des Champs Fleuris Saumur Champigny Les Tufolies 2019,Cabernet Franc,"Saumur, Loire, France",18 99,750 ML,0.0,0 Ratings,
Domaine des Comtes Lafon Meursault Charmes 2009,Chardonnay,"Meursault, Cote de Beaune, Cote d'Or, Burgundy, France",639 97,750 ML,0.0,0 Ratings,V 93
Secret Door Hirondelle Vineyard Cabernet Sauvignon 2017,Cabernet Sauvignon,"Stags Leap District, Napa Valley, California",169 99,750 ML,0.0,0 Ratings,WE 94 JS 94 JD 93
Billaud-Simon Chablis Vaudesir Grand Cru 2019,Chardonnay,"Chablis, Burgundy, France",169 99,750 ML,0.0,0 Ratings,V 92
Tzora Judean Hills Red (OK Kosher) 2018,Other Red Blends,Israel,37 99,750 ML,0.0,0 Ratings,
Lokoya Howell Mountain Cabernet Sauvignon 2018,Cabernet Sauvignon,"Howell Mountain, Napa Valley, California",489 99,750 ML,0.0,0 Ratings,RP 96
Dow's Boardroom Tawny Port,Port,Portugal,28 99,750 ML,4.2,5 Ratings,
Chateau Haut-Bergey 2015,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",29 99,750 ML,4.1,40 Ratings,JS 93 WS 92
Dobbes Family Estate Patricia's Cuvee Pinot Noir 2014,Pinot Noir,"Willamette Valley, Oregon",51 99,750 ML,0.0,0 Ratings,
Jam Jar Sweet Shiraz 2020,Syrah/Shiraz,South Africa,9 99,750 ML,3.9,106 Ratings,
Simonnet-Febvre Chablis 2019,Chardonnay,"Chablis, Burgundy, France",25 99,750 ML,4.4,30 Ratings,WE 90
FEL Anderson Valley Pinot Noir 2019,Pinot Noir,"Anderson Valley, Mendocino, California",39 99,750 ML,4.4,7 Ratings,WE 92
Campagnola Valpolicella Ripasso Classico Superiore 2018,Other Red Blends,"Valpolicella, Veneto, Italy",19 99,750 ML,3.3,6 Ratings,JS 92
Pecchenino San Luigi Dogliani Dolcetto 2019,Dolcetto,"Dogliani, Piedmont, Italy",17 99,750 ML,3.8,53 Ratings,WS 90
Can Sumoi Perfum 2018,Other White Blends,"Penedes, Spain",16 99,750 ML,0.0,0 Ratings,
Chateau Lafleur du Roy 2018,Bordeaux Red Blends,"Pomerol, Bordeaux, France",29 99,750 ML,3.9,5 Ratings,
Hacienda Monasterio Ribera del Duero 2018,Tempranillo,"Ribera del Duero, Spain",49 99,750 ML,4.9,5 Ratings,RP 94
Domaine Rouge-Bleu Dentelle Red 2017,Other Red Blends,France,16 99,750 ML,0.0,0 Ratings,
Michelini I Mufatto Convicciones Chardonnay 2017,Chardonnay,"Mendoza, Argentina",49 99,750 ML,0.0,0 Ratings,RP 93
Chateau La Garde 2019,,,25 97,750 ML,0.0,0 Ratings,JS 93 WE 93 D 92 JD 92
Notorious Wines Scandalous One Cabernet Noir 2017,Other Red Wine,"Vin de France, France",15 99,750 ML,4.7,6 Ratings,
Echeverria No Es Pituko Natural Wine Chardonnay 2021,Chardonnay,"Curico Valley, Chile",16 99,750 ML,4.1,8 Ratings,
Reynvaan The Contender Syrah 2016,Syrah/Shiraz,"Walla Walla Valley, Columbia Valley, Washington",89 99,750 ML,0.0,0 Ratings,JD 96 RP 93 WE 92 WS 91
Frederic Magnien Chambolle-Musigny Vieilles Vignes 2017,Pinot Noir,"Chambolle-Musigny, Cote de Nuits, Cote d'Or, Burgundy, France",79 98,750 ML,0.0,0 Ratings,W & S 91
Domaine Ponsot Chapelle-Chambertin Grand Cru 2011,Pinot Noir,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",419,750 ML,0.0,0 Ratings,BH 95
Stags' Leap Winery The Investor Red Wine 2018,Other Red Blends,"Napa Valley, California",47 99,750 ML,4.5,37 Ratings,JS 95
Frescobaldi Gorgona 2020,Other White Blends,"Tuscany, Italy",159 99,750 ML,0.0,0 Ratings,
Hunt & Harvest Pinot Noir 2016,Pinot Noir,"Willamette Valley, Oregon",26 99,750 ML,0.0,0 Ratings,WW 90
Stephane Ogier Cote Rotie Reserve 2015,Syrah/Shiraz,"Cote Rotie, Rhone, France",189 99,750 ML,0.0,0 Ratings,WS 95 RP 93
Te Pa Wines Chardonnay 2017,Chardonnay,"Marlborough, New Zealand",25,750 ML,0.0,0 Ratings,
Melville Sta. Rita Hills Estate Pinot Noir (375ML half-bottle) 2018,Pinot Noir,"Sta. Rita Hills, Santa Barbara, Central Coast, California",26 99,375 ML,4.2,14 Ratings,D 95 JD 94 RP 92
Sonoma-Cutrer The Cutrer Chardonnay 2019,Chardonnay,"Russian River, Sonoma County, California",35 99,750 ML,4.6,8 Ratings,W & S 90
Maipe Reserve Malbec 2019,Malbec,"Mendoza, Argentina",21,750 ML,0.0,0 Ratings,TP 92
M. Chapoutier Ermitage Le Pavillon 2016,Syrah/Shiraz,"Hermitage, Rhone, France",789 99,750 ML,0.0,0 Ratings,RP 100 JD 99 D 97 WS 97 JS 96 WE 96
Tenuta San Guido Le Difese Toscana 2019,Tuscan Blends,"Tuscany, Italy",40,750 ML,4.2,11 Ratings,WE 92
Toro Albala Marques De Poley Cream Pedro Ximenez (500ML),Other Dessert,"Montilla-Moriles, Spain",22,500 ML,0.0,0 Ratings,
Lucienne Lone Oak Vineyard Pinot Noir 2019,Pinot Noir,"Santa Lucia Highlands, Monterey, Central Coast, California",61 99,750 ML,0.0,0 Ratings,
Conn Creek Cabernet Sauvignon 2018,Cabernet Sauvignon,"Napa Valley, California",50,750 ML,4.2,14 Ratings,
Hobo Wine Company Alexander Valley Cabernet Sauvignon 2019,Cabernet Sauvignon,"Alexander Valley, Sonoma County, California",25 99,750 ML,0.0,0 Ratings,
Li Veli Askos Verdeca 2020,Other White Wine,"Puglia, Italy",19 99,750 ML,3.9,18 Ratings,
The Pinot Project Pinot Grigio 2020,Pinot Gris/Grigio,"Veneto, Italy",13 99,750 ML,0.0,0 Ratings,
St. Michael-Eppan Schulthauser Pinot Bianco 2019,Pinot Blanc,"Alto Adige, Trentino-Alto Adige, Italy",23 99,750 ML,3.7,33 Ratings,JS 92 RP 91
Wooing Tree Vineyard Pinot Noir 2018,Pinot Noir,"Central Otago, New Zealand",46 99,750 ML,0.0,0 Ratings,
Bodegas Muga Gran Reserva Prado Enea 2014,Tempranillo,"Rioja, Spain",95,750 ML,4.5,24 Ratings,JS 97 W & S 95 WS 93
Faiveley Nuits-Saint-Georges 2018,Pinot Noir,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",76 99,750 ML,0.0,0 Ratings,RP 91
Corkcicle Stemless in Twist,,,27 99,0 ML,0.0,0 Ratings,
Santa Julia Reserva Malbec 2020,Malbec,"Mendoza, Argentina",13 99,750 ML,0.0,0 Ratings,
Charles Armand Blanc de Blancs Brut,Non-Vintage Sparkling Wine,France,12 99,750 ML,0.0,0 Ratings,
Fire Road Sauvignon Blanc 2020,Sauvignon Blanc,"Marlborough, New Zealand",15 99,750 ML,3.9,8 Ratings,
Charles Smith Wines Kung Fu Girl Riesling 2020,Riesling,"Ancient Lakes, Columbia Valley, Washington",11 99,750 ML,4.0,14 Ratings,
Dow's 20 Year Old Tawny Port,Port,Portugal,68,750 ML,4.4,26 Ratings,D 94 WS 93 WE 91
Thomas Labille Chablis Mont de Milieu Premier Cru 2018,Chardonnay,"Chablis, Burgundy, France",36 99,750 ML,0.0,0 Ratings,
Hanna Chardonnay 2020,Chardonnay,"Russian River, Sonoma County, California",29,750 ML,0.0,0 Ratings,
Domaine de la Janasse Chateauneuf-du-Pape (1.5 Liter Magnum) 2018,Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France",149 99,1500 ML,0.0,0 Ratings,WS 93 JD 92 RP 91
Pierre-Luc Bouchaud Pont Caffino Muscadet Sevre et Maine 2018,Melon de Bourgogne,"Pays Nantais, Loire, France",16 99,750 ML,0.0,0 Ratings,
Castello di Verduno Barbaresco Faset 2001,Nebbiolo,"Barbaresco, Piedmont, Italy",119 97,750 ML,0.0,0 Ratings,
Duboeuf Pouilly-Fuisse Emile Beranger 2019,Chardonnay,"Pouilly-Fuisse, Maconnais, Burgundy, France",50 99,750 ML,0.0,0 Ratings,JS 92 W & S 91
Banshee Sonoma County Pinot Noir 2019,Pinot Noir,"Sonoma County, California",20 99,750 ML,4.3,32 Ratings,
Thierry Violot-Guillemard Pommard En Brescul 2017,Pinot Noir,"Pommard, Cote de Beaune, Cote d'Or, Burgundy, France",78 99,750 ML,0.0,0 Ratings,
Freemark Abbey Sauvignon Blanc 2021,Sauvignon Blanc,"Napa Valley, California",24 99,750 ML,0.0,0 Ratings,
Nicolas Joly Savennieres Les Vieux Clos 2019,Chenin Blanc,"Anjou, Loire, France",76 99,750 ML,0.0,0 Ratings,
Small Vines Sonoma Coast Pinot Noir 2018,Pinot Noir,"Sonoma Coast, Sonoma County, California",55 99,750 ML,0.0,0 Ratings,JS 93 JD 92 W & S 91
Nikolaihof vom Stein Federspiel Riesling 2019,Riesling,"Wachau, Austria",44 99,750 ML,0.0,0 Ratings,
Domaine du Grand Montmirail Gigondas Les Deux Juliettes Vieilles Vignes 2019,Rhone Red Blends,"Gigondas, Rhone, France",30 99,750 ML,0.0,0 Ratings,JD 93
Indaba Sauvignon Blanc 2019,Sauvignon Blanc,South Africa,12,750 ML,3.9,7 Ratings,
Susana Balbo Signature Cabernet Sauvignon 2018,Cabernet Sauvignon,"Uco Valley, Mendoza, Argentina",25,750 ML,3.8,264 Ratings,JS 94
Clearview Estate Winery Reserve Chardonnay 2016,Chardonnay,"Hawkes Bay, New Zealand",58 99,750 ML,0.0,0 Ratings,
Gosset Grand Rose Brut,Sparkling Rosé,"Champagne, France",85,750 ML,4.6,36 Ratings,WS 93 WE 93 W & S 92 JS 92 WE 91
Vanderpump Rose 2019,Rosé,"Cotes de Provence, Provence, South of France, France",21,750 ML,4.1,111 Ratings,
90 Point Cabernet Wine Gift Set,,,72,0 ML,0.0,0 Ratings,
Foxen Bien Nacido Block Eight Pinot Noir 2017,Pinot Noir,"Santa Maria Valley, Central Coast, California",64 99,750 ML,0.0,0 Ratings,TP 94 JD 94 WE 92 W & S 92
Chappellet Merlot 2019,Merlot,"Napa Valley, California",52 99,750 ML,0.0,0 Ratings,
Anthill Farms Syrah 2011,Syrah/Shiraz,"Sonoma Coast, Sonoma County, California",41 97,750 ML,0.0,0 Ratings,
Skouras Saint George Agiorgitiko 2019,Agiorgitiko,"Nemea, Greece",16 99,750 ML,3.6,16 Ratings,
Chandon de Briailles Corton-Charlemagne Grand Cru 2018,Chardonnay,"Aloxe-Corton, Cote de Beaune, Cote d'Or, Burgundy, France",369 99,750 ML,0.0,0 Ratings,RP 94
L'Ecole 41 Ferguson Estate Red 2018,Bordeaux Red Blends,"Walla Walla Valley, Columbia Valley, Washington",67 99,750 ML,0.0,0 Ratings,JS 95 WE 94 JD 94 RP 93
Chappellet Grower Collection El Novillero Vineyard Chardonnay 2019,Chardonnay,"Carneros, California",48 99,750 ML,0.0,0 Ratings,JD 94
Flowers Sonoma Coast Chardonnay 2019,Chardonnay,"Sonoma Coast, Sonoma County, California",50,750 ML,3.9,20 Ratings,JS 95 JD 94
Oliver Winery Cherry Moscato,Fruit Wine,"Indiana, Other U.S.",15,750 ML,0.0,0 Ratings,WW 89
Arzuaga Pago Florentino 2016,Tempranillo,Spain,28 99,750 ML,0.0,0 Ratings,JS 92
Albet I Noya La Milana 2015,Other Red Blends,"Penedes, Spain",29 99,750 ML,0.0,0 Ratings,
Markus Huber Terrassen Gruner Veltliner 2020,Gruner Veltliner,Austria,21 99,750 ML,3.8,26 Ratings,JS 91
Camp Zinfandel 2021,Zinfandel,"Sonoma County, California",18 99,750 ML,0.0,0 Ratings,
Albert Bichot Chambolle-Musigny Les Chabiots Premier Cru 2018,Pinot Noir,"Chambolle-Musigny, Cote de Nuits, Cote d'Or, Burgundy, France",180,750 ML,0.0,0 Ratings,BH 92 WS 92
Tatomer Paragon Vineyard Gruner Veltliner 2019,Gruner Veltliner,"Edna Valley, Central Coast, California",27 99,750 ML,0.0,0 Ratings,V 93
Kosta Browne Sta. Rita Hills Pinot Noir 2020,Pinot Noir,"Sta. Rita Hills, Santa Barbara, Central Coast, California",109 99,750 ML,0.0,0 Ratings,
Bargetto La Vita Red 2016,Other Red Blends,"Santa Cruz Mountains, California",59 99,750 ML,0.0,0 Ratings,
Chateau Coupe Roses Minervois La Bastide 2020,Rhone Red Blends,"Minervois, Languedoc, South of France, France",14 99,750 ML,0.0,0 Ratings,
Santa Carolina Reserva Sauvignon Blanc 2020,Sauvignon Blanc,"Leyda Valley, San Antonio Valley (Chile), Chile",12 99,750 ML,0.0,0 Ratings,
Domaine Meo-Camuzet Echezeaux Grand Cru 2011,Pinot Noir,"Flagey-Echezeaux, Cote de Nuits, Cote d'Or, Burgundy, France",499 97,750 ML,0.0,0 Ratings,WS 92
Chateau de Coulaine Chinon Les Picasses 2018,Cabernet Franc,"Chinon, Touraine, Loire, France",31 99,750 ML,3.8,7 Ratings,RP 92
Lubanzi Chenin Blanc 2021,Chenin Blanc,"Swartland, South Africa",16 99,750 ML,5.0,10 Ratings,
Bodegas Campillo Finca Cuesta Clara Raro Reserva 2015,Tempranillo,"Rioja, Spain",69 99,750 ML,0.0,0 Ratings,JS 94 WE 94 V 94
Robert Oatley McLaren Vale Shiraz 2016,Syrah/Shiraz,"McLaren Vale, South Australia, Australia",22 99,750 ML,3.5,12 Ratings,WE 91
Stephane Ogier Cote Rotie 1999,Syrah/Shiraz,"Cote Rotie, Rhone, France",239 97,750 ML,0.0,0 Ratings,RP 95 WS 94
Guido Porro Vigna l'Pari Dolcetto d'Alba 2020,Dolcetto,"Alba, Piedmont, Italy",21 99,750 ML,0.0,0 Ratings,
Clos du Bois Russian River Valley Reserve Chardonnay 2020,Chardonnay,"Russian River, Sonoma County, California",15 99,750 ML,0.0,0 Ratings,
Frey Organic Syrah 2020,Syrah/Shiraz,"Redwood Valley, Mendocino, California",16 99,750 ML,0.0,0 Ratings,
Godelia White 2018,Godello,"Bierzo, Spain",24 99,750 ML,3.6,8 Ratings,V 91 JS 90
Herdade Do Esporao Colheita Tinto 2017,Other Red Blends,"Alentejo, Portugal",15 99,750 ML,3.5,11 Ratings,
Delas Hermitage Les Bessards 2014,Syrah/Shiraz,"Hermitage, Rhone, France",244 99,750 ML,0.0,0 Ratings,RP 94
Louis Jadot Pommard (375ML half-bottle) 2019,Pinot Noir,"Pommard, Cote de Beaune, Cote d'Or, Burgundy, France",38 99,375 ML,0.0,0 Ratings,BH 94
Domaine Sylvie Esmonin Gevrey-Chambertin Clos Saint-Jacques Premier Cru 2011,Pinot Noir,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",249 97,750 ML,0.0,0 Ratings,
Neely Spring Ridge Vineyard Holly's Cuvee Chardonnay 2015,Chardonnay,"Santa Cruz Mountains, California",47 98,750 ML,0.0,0 Ratings,
Excelsior Cabernet Sauvignon 2019,Cabernet Sauvignon,South Africa,8 99,750 ML,4.0,45 Ratings,
Fox Creek Reserve Shiraz 1996,Syrah/Shiraz,Australia,109 97,750 ML,0.0,0 Ratings,
Geyser Peak Walking Tree Vineyard Cabernet Sauvignon 2019,Cabernet Sauvignon,"Alexander Valley, Sonoma County, California",24 99,750 ML,0.0,0 Ratings,JS 93 W & S 90
Bodegas Ontanon Crianza 2018,Tempranillo,"Rioja, Spain",18 99,750 ML,0.0,0 Ratings,
Chateau Figeac (Futures Pre-Sale) 2020,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",244 97,750 ML,0.0,0 Ratings,JS 98 JD 98 RP 98 D 96
Freeman Akiko's Cuvee Pinot Noir 2014,Pinot Noir,"Sonoma Coast, Sonoma County, California",79 99,750 ML,0.0,0 Ratings,
Casa Smith Cinghiale Sangiovese 2020,Sangiovese,"Wahluke Slope, Columbia Valley, Washington",21 99,750 ML,4.4,5 Ratings,
Chateau Ducru-Beaucaillou Madame de Beaucaillou (Futures Pre-Sale) 2020,Bordeaux Red Blends,"Haut Medoc, Bordeaux, France",21 97,750 ML,0.0,0 Ratings,JS 93 D 90 RP 90
Chateau Marquis d'Alesme (Futures Pre-Sale) 2020,Bordeaux Red Blends,"Margaux, Bordeaux, France",39 97,750 ML,0.0,0 Ratings,JS 95 JD 95 RP 94 D 94
Peju Winery Legacy Collection Sauvignon Blanc 2021,Sauvignon Blanc,"North Coast, California",28,750 ML,0.0,0 Ratings,
Chateau Maris La Touge 2018,Rhone Red Blends,"Minervois La Liviniere, Minervois, Languedoc, South of France, France",19 99,750 ML,3.6,37 Ratings,JS 92 WS 90
Emotion Rose 2020,Rosé,"Cotes de Provence, Provence, South of France, France",16 99,750 ML,0.0,0 Ratings,
Yalumba Antique Tawny Port (375ML half-bottle),Port,"Barossa Valley, Barossa, South Australia, Australia",19 99,375 ML,4.2,165 Ratings,V 93 RP 92 WE 92 WS 91 D 91
Epiphany Grenache Rose 2020,Rosé,California,24 99,750 ML,0.0,0 Ratings,
Milenrama Rioja Blanco 2019,Viura,"Rioja, Spain",12 99,750 ML,0.0,0 Ratings,
Claude Genet Blanc de Blancs Grand Cru Brut,Non-Vintage Sparkling Wine,"Champagne, France",59 99,750 ML,0.0,0 Ratings,
Olivier Leflaive Batard-Montrachet Grand Cru 2018,Chardonnay,"Puligny-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",665,750 ML,0.0,0 Ratings,WS 96 RP 93 BH 93
Twine Cheers Wine Tub,,,49 99,750 ML,0.0,0 Ratings,
Godelia Mencia Bierzo 2013,Mencia,"Bierzo, Spain",26 99,750 ML,4.4,10 Ratings,
Danjean-Berthoux Mercurey Les Chavances 2018,Pinot Noir,"Mercurey, Cote Chalonnaise, Burgundy, France",32 99,750 ML,0.0,0 Ratings,
Domaine Ste. Michelle Extra Dry,Non-Vintage Sparkling Wine,"Columbia Valley, Washington",12 99,750 ML,3.8,29 Ratings,
L.A. Cetto Cabernet Sauvignon 2018,Cabernet Sauvignon,Mexico,13 99,750 ML,4.4,6 Ratings,
Paolo Scavino Langhe Sorriso 2020,Other White Blends,"Piedmont, Italy",18 99,750 ML,3.8,13 Ratings,RP 90
Quinta do Vesuvio Vintage Port 2016,Port,"Douro, Portugal",115,750 ML,4.6,5 Ratings,WS 97 RP 96 WE 95 D 95 JS 94
Villa Wolf Pfalz Dornfelder 2020,Other Red Wine,"Pfalz, Germany",12 99,750 ML,0.0,0 Ratings,
Castello di Verrazzano Chianti Classico Riserva 2015,Sangiovese,"Chianti Classico, Chianti, Tuscany, Italy",43 99,750 ML,4.5,11 Ratings,WS 94 W & S 91
Black Cabra Malbec 2020,Malbec,"Mendoza, Argentina",12 99,750 ML,4.2,8 Ratings,JS 91
Gustave Lorentz Gewurztraminer Reserve 2020,Gewurztraminer,"Alsace, France",25 99,750 ML,0.0,0 Ratings,
Schrader MX Beckstoffer To Kalon Cabernet Sauvignon (1.5 Liter Magnum) 2001,Cabernet Sauvignon,"Napa Valley, California","1,299 97",1500 ML,0.0,0 Ratings,RP 96
Ruinart Brut Rose (375ML half-bottle),Sparkling Rosé,"Champagne, France",57 99,375 ML,4.5,63 Ratings,WS 94 D 92 JS 92 W & S 92 RP 91
Riedel Riedel Vinum Chardonnay Glasses (Set of 2),,,64 97,0 ML,0.0,0 Ratings,
Bodega Aniello 006 Pinot Noir 2019,Pinot Noir,"Patagonia, Argentina",17 99,750 ML,0.0,0 Ratings,
Chateau Smith Haut Lafitte Blanc 2019,,,109 97,750 ML,0.0,0 Ratings,WE 98 JS 97 JD 96 D 96 RP 95
Copain Les Voisins Pinot Noir 2017,Pinot Noir,"Anderson Valley, Mendocino, California",42,750 ML,0.0,0 Ratings,WE 95
Verite Le Desir 2018,Bordeaux Red Blends,"Sonoma County, California",409 99,750 ML,0.0,0 Ratings,JD 98 RP 97 JS 97
Arietta H Block Hudson Vineyards Red Blend 2018,Bordeaux Red Blends,"Napa Valley, California",139 99,750 ML,0.0,0 Ratings,WE 95 JD 94
Shannon Ridge High Elevation Petite Sirah 2019,Petite Sirah,"Lake County, North Coast, California",12 99,750 ML,3.9,32 Ratings,WE 90
Donatella Cinelli Colombini Brunello di Montalcino 2015,Sangiovese,"Montalcino, Tuscany, Italy",72 99,750 ML,4.6,10 Ratings,JS 95 RP 94 WS 94 D 93 WE 92
Laurel Glen Counterpoint Cabernet Sauvignon 2018,Cabernet Sauvignon,"Sonoma Mountain, Sonoma Valley, Sonoma County, California",55 99,750 ML,0.0,0 Ratings,WE 93 WS 91 JD 90 W & S 90
Maison Chanzy Bourgogne Blanc Les Fortunes 2020,Chardonnay,"Burgundy, France",27 99,750 ML,0.0,0 Ratings,
Elizabeth Spencer Mendocino Grenache 2018,Grenache,"Mendocino, California",24 99,750 ML,2.6,5 Ratings,
Enrique Mendoza Alicante La Tremenda Monastrell 2018,Mourvedre,"Alicante, Spain",15,750 ML,3.6,41 Ratings,RP 92
Leeuwin Estate Prelude Vineyards Chardonnay 2019,Chardonnay,"Margaret River, Western Australia, Australia",32 99,750 ML,0.0,0 Ratings,V 92 JS 92
Pratsch Organic Gruner Veltliner 2020,Gruner Veltliner,Austria,12 99,750 ML,4.1,9 Ratings,
Larmandier-Bernier Les Chemins d'Avize Blanc de Blancs Grand Cru 2014,Vintage Sparkling Wine,"Champagne, France",165,750 ML,0.0,0 Ratings,RP 96
Enric Soler Nun Xarel-lo 2019,Xarel-lo,"Penedes, Spain",89 99,750 ML,0.0,0 Ratings,
Domaine Michel Tete Saint Amour Les Capitans 2019,Gamay,"Beaujolais, Burgundy, France",20 99,750 ML,3.8,9 Ratings,
Domaine Bruno Clavelier Gevrey-Chambertin Les Corbeaux Premier Cru 2017,Pinot Noir,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",159 97,750 ML,0.0,0 Ratings,BH 92
Perez Cruz Reserva Cabernet Sauvignon 2018,Cabernet Sauvignon,"Maipo Valley, Chile",14 99,750 ML,0.0,0 Ratings,
California Wine Tour Collection,,,110,750 ML,0.0,0 Ratings,
Viski Gold Stemless Wine Glasses (Set of 2),,,49 99,0 ML,0.0,0 Ratings,
Sadie Family Mev. Kirsten Chenin Blanc 2020,Chenin Blanc,"Stellenbosch, South Africa",219 99,750 ML,0.0,0 Ratings,
Domaine des Chezeaux Griotte-Chambertin Grand Cru 2009,Pinot Noir,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",289 97,750 ML,0.0,0 Ratings,
Jean-Louis Chave Hermitage Blanc 1995,Rhone White Blends,"Hermitage, Rhone, France",359 97,750 ML,0.0,0 Ratings,V 96 RP 94
Chris Ringland Three Rivers Dry Grown Shiraz (OWC) 2001,Syrah/Shiraz,"Barossa Valley, Barossa, South Australia, Australia",839 97,750 ML,0.0,0 Ratings,RP 100
Burgess Estate Cabernet Sauvignon 2016,Cabernet Sauvignon,"Napa Valley, California",49 99,750 ML,0.0,0 Ratings,
Testarossa Cuvee Los Gatos Chardonnay 2020,Chardonnay,"Monterey, Central Coast, California",19 99,750 ML,0.0,0 Ratings,
Maison Roche de Bellene Nuits-Saint-Georges Aux Boudots Premier Cru 2019,Pinot Noir,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",139 99,750 ML,0.0,0 Ratings,BH 92
M. Chapoutier Ermitage l'Ermite 2007,Syrah/Shiraz,"Hermitage, Rhone, France",209 97,750 ML,0.0,0 Ratings,RP 94 WS 94
Gaia Notios White 2020,Other White Blends,"Nemea, Greece",14 99,750 ML,0.0,0 Ratings,
Riverbench Estate Chardonnay 2019,Chardonnay,"Santa Maria Valley, Central Coast, California",31 99,750 ML,0.0,0 Ratings,V 92
